Nome;Indirizzo;Città;Nazione;Prezzo;Fascia Di Prezzo;Tipo di Cucina;Longitude;Latitude;PrenotazioneOnline;Delivery;WebsiteUrl;Award;Servizi
Estro;2F, 1 Duddell Street, Central, Hong Kong, Hong Kong SAR China;Hong Kong; Hong Kong SAR China;$$$$;100;Italian;114.1572026;22.2801332;NO;SI;https://www.estro.hk;1 Star;Air conditioning,Interesting wine list,Wheelchair access
Pang's Kitchen;25 Yik Yam Street, Happy Valley, Hong Kong;Hong Kong; Hong Kong SAR China;$$;20;Cantonese;114.18452;22.26921;SI;NO;;1 Star;Air conditioning
New Punjab Club;GF, World Wide Commercial Building, 34 Wyndham Street, Central, Hong Kong, Hong Kong SAR China;Hong Kong; Hong Kong SAR China;$$$;70;Indian, Pakistani;114.155194;22.2799854;NO;SI;https://newpunjabclub.com;1 Star;Air conditioning
Yat Lok (Central);GF, Conwell House, 34-38 Stanley Street, Central, Hong Kong;Hong Kong; Hong Kong SAR China;$$;20;Cantonese Roast Meats;114.1552639;22.2825486;NO;SI;;1 Star;Air conditioning,Cash only
The Chairman;3F, The Wellington, 198 Wellington Street, Central, Hong Kong;Hong Kong; Hong Kong SAR China;$$;20;Cantonese;114.15297;22.28444;NO;SI;https://www.thechairmangroup.com;1 Star;Air conditioning,Wheelchair access
Yong Fu;Shop 2 at GF & 1F, Golden Star Building, 20-24 Lockhart Road, Wan Chai, Hong Kong;Hong Kong; Hong Kong SAR China;$$$$;100;Ningbo;114.169856;22.2782025;SI;NO;https://yongfuhk.com;1 Star;Air conditioning
Racines;GF, 22 Upper Station Street, Sheung Wan, Hong Kong;Hong Kong; Hong Kong SAR China;$$$;70;French Contemporary;114.148281;22.2849409;SI;SI;https://www.racineshk.com;1 Star;Air conditioning,Counter dining
Nagamoto;8F, 18 On Lan Street, Central, Hong Kong, Hong Kong SAR China;Hong Kong; Hong Kong SAR China;$$$$;100;Japanese;114.1566986;22.2806394;SI;SI;https://nagamoto.hk;1 Star;Air conditioning,Counter dining,Wheelchair access
Sushi Kinetsu;1F, Nüwa, City of Dreams, Estrada do Istmo, Cotai, Macau;Macau;;$$$$;100;Sushi;113.56397;22.149635;SI;SI;https://www.cityofdreamsmacau.com/tc/dine/asian/sushi-kinetsu;1 Star;Air conditioning,Car park
Yat Tung Heen;B2F, Eaton Hotel, 380 Nathan Road, Jordan, Hong Kong;Hong Kong; Hong Kong SAR China;$$;20;Cantonese;114.1717998;22.3080802;SI;NO;https://www.yattungheen.com;1 Star;Air conditioning,Car park,Restaurant offering vegetarian menus,Valet parking,Wheelchair access
Man Wah;25F, Mandarin Oriental Hotel, 5 Connaught Road Central, Central, Hong Kong;Hong Kong; Hong Kong SAR China;$$$;70;Cantonese;114.15951;22.282213;SI;SI;https://www.mandarinoriental.com/en/hong-kong/victoria-harbour/dine/man-wah;1 Star;Air conditioning,Car park,Great view,Interesting wine list,Valet parking,Wheelchair access
Pearl Dragon;Shop 2111, 2F, Star Tower, Studio City Hotel, Estrada do Istmo, Cotai, Macau;Macau;;$$$;70;Cantonese;113.5610548;22.1415956;NO;NO;https://www.studiocity-macau.com/en/dining/pearl-dragon;1 Star;Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access
Fook Lam Moon (Wan Chai);35-45 Johnston Road, Wan Chai, Hong Kong;Hong Kong; Hong Kong SAR China;$$$;70;Cantonese;114.1708815;22.2768816;NO;SI;;1 Star;Air conditioning,Valet parking,Wheelchair access
Arcane;3F, 18 On Lan Street, Central, Hong Kong;Hong Kong; Hong Kong SAR China;$$$;70;European Contemporary;114.1567744;22.2806189;NO;SI;http://www.arcane.hk;1 Star;Air conditioning,Counter dining,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access
Mono;5F, 18 On Lan Street, Central, Hong Kong, Hong Kong SAR China;Hong Kong; Hong Kong SAR China;$$$;70;Latin American;114.1567846;22.2805997;SI;NO;https://www.mono.hk;1 Star;Air conditioning,Counter dining,Restaurant offering vegetarian menus,Wheelchair access
Neighborhood;61-63 Hollywood Road, Central, Hong Kong;Hong Kong;;$$;20;European Contemporary;114.1529146;22.2830863;SI;SI;;1 Star;Air conditioning,Counter dining
Ho Hung Kee (Causeway Bay);Shop 1204-1205, 12F, Hysan Place, 500 Hennessy Road, Causeway Bay, Hong Kong;Hong Kong;;$$;20;Noodles and Congee;114.1837574;22.2799312;SI;SI;https://www.tasty.com.hk;1 Star;Air conditioning,Car park,Restaurant offering vegetarian menus,Wheelchair access
The Demon Celebrity;Shop 1102, 11F, Food Forum, Times Square, 1 Matheson Street, Causeway Bay, Hong Kong, Hong Kong SAR China;Hong Kong;;$$;20;Cantonese;114.1822443;22.2784568;SI;SI;;1 Star;Air conditioning
Xin Rong Ji;GF & 1F, China Overseas Building, 139 Lockhart Road, Wan Chai, Hong Kong;Hong Kong;;$$$$;100;Taizhou;114.17273;22.278013;NO;NO;;1 Star;Air conditioning,Wheelchair access
Beefbar;2F, Club Lusitano, 16 Ice House Street, Central, Hong Kong, Hong Kong SAR China;Hong Kong;;$$$;70;Steakhouse;114.1576634;22.2800634;NO;SI;http://www.beefbar.hk;1 Star;Air conditioning,Wheelchair access
Chaat;5F, Rosewood, 18 Salisbury Road, Tsim Sha Tsui, Hong Kong;Hong Kong;;$$;20;Indian;114.1757148;22.2947649;NO;SI;https://www.rosewoodhotels.com/en/hong-kong/dining/chaat;1 Star;Air conditioning,Car park,Counter dining,Great view,Terrace,Valet parking,Wheelchair access
Chef Tam's Seasons;GF, North Esplanade, Wynn Palace, Avenida da Nave Desportiva, Cotai, Macau;Macau;;$$$;70;Cantonese;113.5723245;22.1473845;NO;SI;https://www.wynnresortsmacau.com/en/wynn-palace/dining/chef-tams-seasons;1 Star;Air conditioning,Car park,Valet parking,Wheelchair access
Feuille;5F, The Wellington, 198 Wellington Street, Central, Hong Kong;Hong Kong;;$$$;70;French Contemporary;114.1528886;22.2849272;SI;NO;https://feuille.hk;1 Star;Air conditioning,Wheelchair access
Kappo Rin;7F, The Landmark Mandarin Oriental, 15 Queen's Road Central, Central, Hong Kong, Hong Kong SAR China;Hong Kong;;$$$$;100;Japanese;114.1579314;22.2805334;SI;NO;https://www.kappo-rin.com;1 Star;Air conditioning,Car park,Counter dining,Valet parking,Wheelchair access
Sushi Wadatsumi;607, 6F, K11 Musea, 18 Salisbury Road, Tsim Sha Tsui, Hong Kong;Hong Kong;;$$$$;100;Sushi;114.1744;22.29437;NO;NO;https://sushi-wadatsumi.com;1 Star;Air conditioning,Car park,Counter dining,Wheelchair access
SÁLA de João Sá;Rua dos Bacalhoeiros 103, Lisbon, 1100-068, Portugal;Lisbon; Portugal;€€€;70;Modern Cuisine;-9.1339058;38.7091407;NO;NO;https://www.restaurantesala.pt/;1 Star;Air conditioning,Counter dining
Ó Balcão;Rua Pedro de Santarém 73, Santarém, 2000-223, Portugal;Santarém; Portugal;€€;20;Modern Cuisine;-8.6858779;39.2318525;SI;SI;https://tabernaobalcao.com/;1 Star;Air conditioning
Fortaleza do Guincho;Estrada do Guincho 2413, Cascais, 2750-642, Portugal;Cascais; Portugal;€€€€;100;Modern Cuisine;-9.4759076;38.7282977;SI;NO;https://www.fortalezadoguincho.com/;1 Star;Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access
Gusto by Heinz Beck;Estrada da Quinta do Lago, Almancil, 8135-106, Portugal;Almancil; Portugal;€€€€;100;Mediterranean Cuisine;-8.0301921;37.0633302;SI;SI;https://www.hilton.com/en/hotels/faoapci-conrad-algarve/dining/gusto-by-heinz-beck/;1 Star;Air conditioning,Car park,Interesting wine list,Terrace,Wheelchair access
Euskalduna Studio;Rua Santo Ildefonso 404, Porto, 4000-466, Portugal;Porto; Portugal;€€€€;100;Modern Cuisine;-8.600956;41.147396;NO;NO;http://www.euskaldunastudio.pt;1 Star;Air conditioning,Counter dining
Pedro Lemos;Rua do Ouro 258, Porto, 4150-554, Portugal;Porto; Portugal;€€€€;100;Modern Cuisine, Contemporary;-8.6501319;41.1480595;SI;NO;https://www.pedrolemos.net/;1 Star;Air conditioning,Interesting wine list,Restaurant offering vegetarian menus
Lab by Sergi Arola;Estrada da Lagoa Azul, Sintra, 2714-511, Portugal;Sintra; Portugal;€€€€;100;Creative;-9.397945;38.762978;NO;NO;https://www.labbysergiarola.com/en/;1 Star;Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
A Cozinha;Largo do Serralho 4, Guimaraes, 4800-472, Portugal;Guimaraes; Portugal;€€€;70;Modern Cuisine;-8.2941256;41.4429053;SI;SI;http://www.restauranteacozinha.pt;1 Star;Air conditioning
Feitoria;Doca do Bom Sucesso, Lisbon, 1400-038, Portugal;Lisbon; Portugal;€€€€;100;Modern Cuisine;-9.2129467;38.6936647;NO;NO;https://www.restaurantefeitoria.com/;1 Star;Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access
2Monkeys;Rua Câmara Pestana 23, Lisbon, 1150-082, Portugal;Lisbon; Portugal;€€€€;100;Creative, French Contemporary;-9.1400416;38.7180859;NO;NO;https://2monkeys.com.pt/;1 Star;Air conditioning
Encanto;Largo De São Carlos 10, Lisbon, 1200 410, Portugal;Lisbon; Portugal;€€€;70;Vegetarian;-9.1414836;38.7099067;SI;SI;http://www.encantojoseavillez.pt;1 Star;Air conditioning,Restaurant offering vegetarian menus
CURA;Rua Rodrigo da Fonseca 88, Lisbon, 1099-039, Portugal;Lisbon; Portugal;€€€€;100;Modern Cuisine;-9.155379;38.7257479;SI;SI;https://m.fourseasons.com/pt/lisbon/dining/restaurants/cura/;1 Star;Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
Kabuki Lisboa;Rua Castilho 77B, Lisbon, 1070-050, Portugal;Lisbon; Portugal;€€€;70;Japanese, Fusion;-9.1542014;38.7257132;SI;NO;http://www.kabukilisboa.pt;1 Star;Air conditioning,Counter dining,Notable sake list
Bon Bon;Estrada de Sesmarias, Lagoa, 8400-525, Portugal;Lagoa; Portugal;€€€€;100;Modern Cuisine;-8.480948;37.116478;SI;NO;https://bonbon.pt/;1 Star;Air conditioning,Car park,Terrace
Le Monument;Avenida dos Aliados 151, Porto, 4000-067, Portugal;Porto; Portugal;€€€€;100;Contemporary;-8.6114469;41.1484635;NO;SI;https://www.maison-albar-hotels-le-monumental-palace.com/en/page/monument-hotel-porto.3809.html;1 Star;Air conditioning,Interesting wine list
Mesa de Lemos;Quinta de Lemos, Passos de Silgueiros, 3500-541, Portugal;Passos de Silgueiros; Portugal;€€€€;100;Creative;-7.98049;40.577633;SI;NO;https://mesadelemos.com/;1 Star;Air conditioning,Car park,Great view,Wheelchair access
A Ver Tavira;Calçada da Galeria 13, Tavira, 8800-306, Portugal;Tavira; Portugal;€€€€;100;Modern Cuisine;-7.651429;37.12565;NO;SI;https://avertavira.com/pt/;1 Star;Air conditioning,Restaurant offering vegetarian menus,Terrace
100 Maneiras;Rua do Teixeira 39, Lisbon, 1200-459, Portugal;Lisbon; Portugal;€€€€;100;Creative;-9.1449507;38.714841;NO;NO;https://www.100maneiras.com/;1 Star;Air conditioning
EPUR;Largo da Academia Nacional de Belas Artes 14, Lisbon, 1200-005, Portugal;Lisbon; Portugal;€€€€;100;Creative;-9.1398799;38.7087383;SI;SI;https://www.epur.pt/;1 Star;Air conditioning
Vila Foz;Avenida De Montevideu 236, Porto, 4150-516, Portugal;Porto; Portugal;€€€€;100;Contemporary;-8.6850196;41.1617684;SI;SI;https://www.vilafozhotel.pt/;1 Star;Air conditioning,Car park,Counter dining,Restaurant offering vegetarian menus
Eleven;Rua Marquês de Fronteira, Lisbon, 1070-051, Portugal;Lisbon; Portugal;€€€€;100;Creative;-9.1556702;38.7308206;SI;SI;https://www.restauranteleven.com/;1 Star;Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access
Al Sud;Resort Clubhouse, Lagos, 8500-250, Portugal;Lagos; Portugal;€€€€;100;Creative;-8.6405204;37.1258637;SI;SI;https://palmaresliving.com/;1 Star;Air conditioning,Car park,Great view,Terrace,Wheelchair access
Fifty Seconds;Cais das Naus, Lisbon, 1990-173, Portugal;Lisbon; Portugal;€€€€;100;Creative, Mediterranean Cuisine;-9.0911606;38.7747556;NO;NO;https://www.fiftysecondsexperience.com/;1 Star;Air conditioning,Great view,Interesting wine list
G Pousada;Estrada de Turismo, Bragança, 5300-271, Portugal;Bragança; Portugal;€€€€;100;Regional Cuisine, Creative;-6.7541046;41.8026186;NO;SI;http://www.gpousada.com/;1 Star;Air conditioning,Car park,Great view,Interesting wine list,Terrace
Midori;Estrada da Lagoa Azul, Sintra, 2714-511, Portugal;Sintra; Portugal;€€€€;100;Japanese, Creative;-9.3962995;38.7616883;NO;NO;https://www.midoripenhalonga.com/en/;1 Star;Air conditioning,Car park,Notable sake list,Wheelchair access
Vista;Avenida Tomás Cabreira, Portimao, 8500-802, Portugal;Portimao; Portugal;€€€€;100;Modern Cuisine;-8.53579;37.125793;SI;SI;https://www.vistarestaurante.com/;1 Star;Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Wheelchair access
Herdade do Esporão;Herdade do Esporão, Reguengos de Monsaraz, 7200-999, Portugal;Reguengos de Monsaraz; Portugal;€€€;70;Contemporary;-7.55312;38.38073;SI;SI;https://esporao.com/pt/turismo/restaurante-da-herdade-do-esporao;1 Star;Air conditioning,Car park,Terrace,Wheelchair access
Loco;Rua dos Navegantes 53 B, Lisbon, 1200-731, Portugal;Lisbon; Portugal;€€€€;100;Modern Cuisine;-9.1605213;38.7123702;SI;NO;https://www.loco.pt/;1 Star;Air conditioning
William;Estrada Monumental 139, Funchal, 9000-098, Portugal;Funchal; Portugal;€€€€;100;Contemporary;-16.92367;32.64069;NO;SI;https://www.belmond.com/hotels/europe/portugal/madeira/belmond-reids-palace/;1 Star;Air conditioning,Car park,Garden or park,Great view,Restaurant offering vegetarian menus,Wheelchair access
Kanazawa;Rua Damião De Góis 3 A, Lisbon, 1400-291, Portugal;Lisbon; Portugal;€€€€;100;Japanese;-9.2256498;38.6979595;SI;SI;http://www.kanazawa.com.pt;1 Star;Air conditioning,Counter dining,Restaurant offering vegetarian menus
Desarma;Rua das Maravilhas 74, Funchal, 9000-177, Portugal;Funchal; Portugal;€€€€;100;Contemporary;-16.9194868;32.648641;SI;NO;https://www.desarma.pt/;1 Star;Air conditioning,Car park,Counter dining,Great view
Les Pieds dans le Plat;rue du Centre 3, Marenne, 6990, Belgium;Marenne; Belgium;€€€;70;Classic Cuisine, Modern Cuisine;5.4106369;50.2397614;SI;NO;https://www.lespiedsdansleplat.be/;1 Star;Car park,Terrace
Bar Bulot;Loppemsestraat 52, Zedelgem, 8210, Belgium;Zedelgem; Belgium;€€€;70;Classic Cuisine, Belgian;3.1488513;51.14832;SI;SI;https://barbulot.be/;1 Star;Air conditioning,Car park,Garden or park,Terrace,Wheelchair access
Nebo;Panamarenkoplein 5, Antwerpen, 2000, Belgium;Antwerpen; Belgium;€€€€;100;Contemporary, Modern French;4.3829209;51.2051513;NO;NO;https://www.restaurantnebo.be;1 Star;Air conditioning,Interesting wine list,Terrace,Wheelchair access
La Table de Manon;rue de Givet 79, Grandhan, 6940, Belgium;Grandhan; Belgium;€€;20;French Contemporary;5.42186;50.32419;SI;NO;https://www.latabledemanon.com/fr/;1 Star;Air conditioning,Car park,Terrace
Chai Gourmand;rue Chainisse 53, Beuzet, 5030, Belgium;Beuzet; Belgium;€€€;70;Modern Cuisine;4.7456131;50.5296583;SI;NO;https://www.chaigourmand.be/;1 Star;Car park,Terrace
Le Grand Verre;Place aux Foires 26, Durbuy, 6940, Belgium;Durbuy; Belgium;€€€€;100;Modern French, International;5.4557638;50.3520328;NO;NO;https://www.legrandverre.be/;1 Star;Interesting wine list,Terrace
Le Vieux Château;rue du Docteur Degrave 23, Flobecq, 7880, Belgium;Flobecq; Belgium;€€€;70;Modern Cuisine;3.7337919;50.7374064;SI;NO;https://www.levieuxchateau.be/;1 Star;Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Terrace
Neon;Barbara-Vettersplein 4, Lier, 2500, Belgium;Lier; Belgium;€€€;70;Country cooking, Creative French;4.57375;51.13007;NO;SI;https://www.neonrestaurant.be;1 Star;Terrace,Wheelchair access
Fani;51 Grand Rue, Roeser, 3394, Luxembourg;Roeser; Luxembourg;€€€€;100;Italian;6.1445134;49.5398974;NO;NO;https://ristorantefani.lu/Fani.lu;1 Star;Car park,Restaurant offering vegetarian menus,Terrace
Hoeve De Bies;Bies 4, St-Martens-Voeren, 3790, Belgium;St-Martens-Voeren; Belgium;€€€€;100;Modern French;5.8148917;50.7466044;SI;NO;https://www.hoevedebies.be/;1 Star;Car park,Great view,Interesting wine list,Terrace
Barge;boulevard d'Ypres 33, Brussels, 1000, Belgium;Brussels; Belgium;€€€;70;Organic, Farm to table;4.3468964;50.8569126;SI;SI;https://bargerestaurant.be/;1 Star;
Dôme;Grote Hondstraat 2, Antwerpen, 2018, Belgium;Antwerpen; Belgium;€€€€;100;Classic French;4.4264854;51.2061996;SI;SI;https://www.domeantwerp.be;1 Star;Air conditioning,Terrace
¡Toma!;boulevard de la Sauvenière 70 bis, Liège, 4000, Belgium;Liège; Belgium;€€€€;100;Creative;5.5661044;50.6437004;SI;NO;https://www.toma-restaurant.be/;1 Star;Terrace
Fine Fleur;Lange Gasthuisstraat 41b, Antwerpen, 2000, Belgium;Antwerpen; Belgium;€€€€;100;Creative, Modern French;4.4055878;51.2140927;SI;SI;https://www.restaurantfinefleur.be/;1 Star;Air conditioning,Terrace,Valet parking,Wheelchair access
Willem Hiele;Kapittelstraat 71, Oudenburg, 8460, Belgium;Oudenburg; Belgium;€€€€;100;Creative, Seasonal Cuisine;2.9734058;51.1907161;NO;SI;https://restaurant.willemhiele.be/;1 Star;Air conditioning,Car park,Garden or park,Great view,Terrace,Wheelchair access
La Grange d'Hamois;Chaussée d'Andenne 10a, Emptinne, 5363, Belgium;Emptinne; Belgium;€€€;70;Modern French, Classic French;5.1037114;50.3343431;NO;NO;https://www.lagrangedhamois.be/;1 Star;Air conditioning,Car park,Terrace
Mosconi;13 rue Münster, 2160, Luxembourg;Luxembourg;;€€€€;100;Italian;6.1357961;49.6089476;SI;SI;https://www.mosconi.lu/;1 Star;Air conditioning,Terrace,Valet parking
Apdikt;1 rue des Martyrs, Steinfort, 8442, Luxembourg;Steinfort; Luxembourg;€€€;70;Creative;5.9161488;49.6597175;SI;SI;https://www.restaurantapdikt.lu/;1 Star;
Le Cor de Chasse;rue des Combattants 16, Wéris, 6940, Belgium;Wéris; Belgium;€€€;70;Creative;5.52895;50.32426;SI;NO;https://www.lecordechasse.be/;1 Star;Car park,Garden or park,Terrace
Le Pristine;Lange Gasthuisstraat 13, Antwerpen, 2000, Belgium;Antwerpen; Belgium;€€€€;100;Italian Contemporary;4.4051934;51.2154966;SI;SI;https://www.lepristine.com/;1 Star;Air conditioning,Counter dining,Terrace,Wheelchair access
Sense;Fortenstraat 62, Waasmunster, 9250, Belgium;Waasmunster; Belgium;€€€€;100;Modern French;4.1029001;51.1229343;SI;NO;https://www.restaurantsense.be/;1 Star;Air conditioning,Terrace
Sensum;Kortrijksesteenweg 1026, Sint-Denijs-Westrem, 9051, Belgium;Sint-Denijs-Westrem; Belgium;€€€;70;Modern Cuisine;3.7029908;51.0236852;SI;NO;https://sensumgent.be/;1 Star;Air conditioning,Car park,Interesting wine list,Wheelchair access
Marcus;Kleine Klijtstraat 30, Deerlijk, 8540, Belgium;Deerlijk; Belgium;€€€€;100;Creative;3.3826144;50.8488967;SI;NO;https://www.restaurantmarcus.be/;1 Star;Air conditioning,Car park,Terrace
Menssa;Avenue de Tervueren 453, Woluwe-Saint-Pierre, 1150, Belgium;Woluwe-Saint-Pierre; Belgium;€€€€;100;Creative, Organic;4.446563;50.8228173;NO;NO;https://menssa.be/;1 Star;Air conditioning,Counter dining,Restaurant offering vegetarian menus
